,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
2402,550000,2012-09-01,2014-04-01 00:00:00,business consultant,Gurgaon,m,1987-12-21,52.0,CBSE,2006,55.0,CBSE,2,B.Tech/B.E.,CS,68.0,2927,1,Rajasthan,2010,345,455,335,0.245455659999829,335,333,-1,-1,-1,-1,-1,-1.3447,-0.1232,0.2366,1.4724,0.1864
2403,250000,2014-03-01,2014-06-01 00:00:00,system engineer,Mysore,f,1991-11-27,80.0,CBSE,2009,90.0,StateBoard,2,B.Tech/B.E.,EC,79.0,8818,1,Telangana,2013,465,410,530,0.824666400671332,-1,400,-1,-1,-1,366,-1,0.7027,0.7119,-3.3713,0.2727,0.4805
2404,300000,2014-09-01,2015-04-01 00:00:00,quality analyst,Bangalore,m,1992-06-23,80.0,StateBoard,2009,80.6,StateBoard,2,B.Tech/B.E.,CS,71.9,16196,0,Kerala,2014,420,545,495,0.842248322257836,415,-1,469,-1,-1,-1,-1,1.2772,0.0459,0.9322,-1.6289,0.8637
2405,350000,2013-10-01,2015-03-01 00:00:00,system engineer,Chandigarh,m,1991-01-08,66.0,CBSE,2008,64.0,StateBoard,2,B.Tech/B.E.,EC,68.0,64,0,Uttar Pradesh,2013,590,630,780,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.5591,0.8784,-0.7585,0.5262,-0.4776
2406,300000,2010-11-01,2011-11-01 00:00:00,mechanical engineer,Orissa,m,1989-06-19,79.66,StateBoard,2006,87.0,StateBoard,2,B.Tech/B.E.,ME,74.1,5069,0,Andhra Pradesh,2010,525,475,505,0.304510913720196,-1,-1,-1,340,-1,-1,-1,-0.880999999999999,-0.6693,-0.7068,0.0622299999999999,-0.1295
2407,210000,2013-12-01,2013-08-01 00:00:00,application developer,Chennai,m,1992-02-14,89.39,StateBoard,2009,94.17,StateBoard,2,B.Tech/B.E.,EL,75.46,526,0,Tamil Nadu,2013,500,645,665,0.661834475840071,515,-1,-1,-1,446,-1,-1,-0.7335,0.2124,0.01,-0.3612,0.2889
2408,325000,2015-02-01,2015-04-01 00:00:00,programmer analyst,Hyderabad,f,1992-06-30,86.6,StateBoard,2010,88.5,StateBoard,2,B.Tech/B.E.,EC,67.17,9931,1,Telangana,2014,465,510,520,-1.0,465,-1,-1,-1,-1,-1,-1,0.7027,0.3789,0.01,0.0192,-0.0943
2409,680000,2010-05-01,2014-11-01 00:00:00,software engineer,Bangalore,m,1984-07-25,77.0,StateBoard,2002,66.0,StateBoard,2,MCA,CS,70.0,2832,0,Madhya Pradesh,2009,335,355,295,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.0464,0.5008,-0.0537,-0.4078,0.6603
2410,90000,2013-11-01,2014-12-01 00:00:00,network engineer,Pune,m,1989-02-18,66.8,StateBoard,2006,56.0,StateBoard,2,B.Tech/B.E.,CS,52.0,487,1,Maharashtra,2012,465,435,555,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.1082,0.6568,0.0914,-1.1128,-0.6035
2411,390000,2013-07-01,present,test engineer,Unknown,m,1990-11-02,81.6,CBSE,2009,81.8,CBSE,2,B.Tech/B.E.,CS,65.2,165,1,Rajasthan,2013,545,620,885,0.979521744319216,625,-1,-1,-1,-1,-1,-1,0.99,1.3779,-0.1437,-0.8682,1.247
2412,1000000,2010-09-01,present,assistant manager,Vadodara,m,1988-05-03,86.0,StateBoard,2006,70.0,StateBoard,2,B.Tech/B.E.,ME,68.31,412,0,Gujarat,2010,375,365,465,0.755375120895548,305,-1,-1,446,-1,-1,-1,0.9737,-1.5273,0.672,-0.0552,-1.2354
2413,150000,2012-12-01,2013-03-01 00:00:00,executive engineer,Mumbai,m,1991-02-22,74.67,StateBoard,2008,69.5,StateBoard,2,M.Tech./M.E.,other,69.0,13536,1,Maharashtra,2015,545,545,435,-1.0,285,-1,-1,-1,-1,-1,-1,1.59199999999999,0.7348,0.4906,-0.9953,0.1864
2414,220000,2013-11-01,2013-07-01 00:00:00,technical support engineer,Noida,m,1992-07-01,85.0,CBSE,2009,72.0,CBSE,2,B.Tech/B.E.,EC,69.8,13881,0,Uttar Pradesh,2013,745,650,655,-1.0,445,-1,-1,-1,-1,-1,-1,1.7081,1.5444,0.9322,-2.2627,0.6721
2415,220000,2013-07-01,2014-02-01 00:00:00,technical support specialist,Hyderabad,m,1990-07-24,73.2,CBSE,2009,74.3,StateBoard,2,B.Tech/B.E.,CS,65.0,3547,0,Karnataka,2013,475,495,415,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.2772,0.7119,-0.4511,-1.2486,-0.0943
2416,300000,2012-07-01,2014-09-01 00:00:00,it technician,Bangalore,f,1990-08-30,78.0,StateBoard,2008,50.0,StateBoard,2,B.Tech/B.E.,CS,61.0,8703,0,Karnataka,2012,375,425,315,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,0.4148,-0.406
2417,305000,2015-04-01,present,programmer analyst,Pune,m,1991-09-17,68.5,StateBoard,2010,64.5,StateBoard,2,B.Tech/B.E.,IT,70.3,8116,1,Tamil Nadu,2014,605,540,465,0.953899775079926,445,-1,530,-1,-1,-1,-1,0.8463,0.5454,0.7785,-1.5021,-0.2859
2418,140000,2014-05-01,present,java developer,Hyderabad,m,1991-08-15,72.0,StateBoard,2008,70.0,StateBoard,2,B.Tech/B.E.,CS,70.0,1219,0,Andhra Pradesh,2012,420,470,430,0.744758354008939,505,-1,438,-1,-1,-1,-1,1.9953,0.0459,-0.1437,0.5262,0.6721
2419,345000,2014-07-01,2015-01-01 00:00:00,design engineer,Pune,m,1992-05-10,95.54,StateBoard,2010,90.0,StateBoard,1,B.Tech/B.E.,CE,59.0,11973,1,Maharashtra,2014,465,610,530,0.255778193719394,355,-1,-1,-1,-1,-1,292,-1.0208,-0.6201,0.6248,1.1601,-0.2859
2420,105000,2013-01-01,2014-05-01 00:00:00,web designer,Bangalore,f,1990-04-15,90.0,StateBoard,2008,88.2,StateBoard,2,B.Tech/B.E.,IT,69.0,11870,0,Andhra Pradesh,2012,485,535,475,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.7264,-0.9033,-1.3599,-0.1727,-0.4455
2421,240000,2012-09-01,2014-04-01 00:00:00,web designer,Hyderabad,f,1990-07-20,75.4,CBSE,2007,75.6,CBSE,2,B.Tech/B.E.,IT,80.7,987,0,Orissa,2011,625,515,535,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.3555,1.1248,0.672,0.5323,1.4502
2422,130000,2012-08-01,2013-09-01 00:00:00,data analyst,Unknown,m,1990-11-19,58.0,CBSE,2008,64.0,StateBoard,2,B.Tech/B.E.,IT,62.0,7134,0,Uttar Pradesh,2012,475,485,365,0.10487135986097,275,-1,-1,-1,-1,-1,-1,0.3941,0.1888,1.2525,-0.349,-1.2354
2423,100000,2014-06-01,present,software developer,Chennai,f,1992-11-26,85.6,StateBoard,2010,79.9,StateBoard,2,B.Tech/B.E.,EC,78.0,1136,0,Tamil Nadu,2014,350,460,345,0.179873900247905,-1,-1,-1,-1,-1,-1,-1,-0.4463,-0.2871,0.3174,1.2869,-0.0943
2424,620000,2011-05-01,present,software engineer,Bangalore,m,1990-08-01,88.5,StateBoard,2007,95.9,StateBoard,2,B.Tech/B.E.,IT,81.2,7077,0,Andhra Pradesh,2011,475,505,605,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.1082,0.1888,0.5269,-0.5253,0.0284
2425,750000,2014-02-01,present,graduate engineer trainee,Gurgaon,m,1989-07-06,92.4,CBSE,2008,83.6,CBSE,1,MCA,CS,80.0,15406,1,Delhi,2014,665,475,655,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.7264,1.1248,-2.2308,-0.6428,0.8183
2426,265000,2015-03-01,present,software developer,Bangalore,m,1990-04-28,78.0,CISCE,2008,77.0,CBSE,2,B.Tech/B.E.,EC,83.0,2009,1,West Bengal,2013,710,590,605,0.112139438207403,415,228,-1,-1,-1,-1,-1,-0.7335,1.3779,0.6248,0.2727,-0.6692
2427,200000,2013-10-01,2014-10-01 00:00:00,controls engineer,Hyderabad,m,1992-07-22,78.5,StateBoard,2009,83.0,StateBoard,2,B.Tech/B.E.,EC,77.72,16171,0,Telangana,2013,350,470,405,0.207392169717661,355,260,-1,-1,-1,-1,-1,1.7081,0.7119,0.6248,-1.3753,0.6721
2428,315000,2014-07-01,2015-03-01 00:00:00,software engineer,Bangalore,m,1993-07-21,81.5,StateBoard,2010,82.3,StateBoard,2,B.Tech/B.E.,EC,77.0,449,1,Tamil Nadu,2014,405,495,585,-1.0,385,-1,-1,-1,-1,-1,-1,0.7027,0.0459,0.6248,-0.3612,-0.2859
2429,460000,2013-03-01,2015-04-01 00:00:00,system engineer,Gurgaon,m,1990-10-31,87.0,CBSE,2008,81.0,CBSE,2,B.Tech/B.E.,CS,74.44,10185,0,Haryana,2012,635,635,735,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.3555,-0.7473,-0.4891,-0.9953,-0.8799
2430,400000,2013-04-01,present,senior software developer,Pune,m,1990-05-13,67.0,CBSE,2008,62.8,CBSE,2,B.Tech/B.E.,EC,70.9,3238,0,Madhya Pradesh,2012,605,570,515,0.649389714846691,565,356,-1,-1,-1,-1,-1,-0.3027,1.2114,-0.1437,0.653,-0.0943
2431,135000,2014-07-01,2015-01-01 00:00:00,software test engineer,Noida,m,1988-03-17,55.3,StateBoard,2004,72.0,StateBoard,2,B.Tech/B.E.,CS,71.0,67,0,Uttar Pradesh,2014,520,545,705,0.911395278391328,485,-1,500,-1,-1,-1,-1,0.4155,-0.6201,-0.4511,-0.995,-1.0524
2432,120000,2014-06-01,2015-01-01 00:00:00,java software engineer,Noida,m,1993-03-18,50.0,CBSE,2010,57.0,CBSE,2,B.Tech/B.E.,IT,65.06,9738,0,Uttar Pradesh,2014,395,425,425,0.744758354008939,385,-1,438,-1,-1,-1,-1,0.4155,-0.6504,0.3034,0.653,-0.4392
2433,400000,2013-09-01,present,software developer,Bangalore,m,1991-03-12,75.4,CBSE,2009,60.2,CBSE,2,B.Tech/B.E.,IT,78.78,4374,0,Madhya Pradesh,2013,535,415,705,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.159,0.7119,1.547,-1.5021,-0.8608
2434,85000,2014-07-01,present,ruby on rails developer,Hyderabad,m,1991-12-24,70.14,CISCE,2010,50.0,StateBoard,2,B.Tech/B.E.,CS,70.0,5818,0,Orissa,2014,700,570,475,0.842248322257836,515,-1,469,-1,-1,-1,-1,0.1282,0.7119,0.01,0.0192,0.0973
2435,360000,2015-02-01,2015-04-01 00:00:00,test engineer,Chennai ,m,1990-09-04,76.0,CBSE,2008,79.9,StateBoard,2,M.Tech./M.E.,ME,80.6,7003,1,Tamil Nadu,2014,745,590,475,-1.0,345,-1,-1,438,-1,-1,-1,0.4155,0.0459,-0.4511,-0.3612,-0.8608
2436,250000,2013-08-01,2014-09-01 00:00:00,quality engineer,Faridabad,m,1991-06-29,72.8,CBSE,2009,79.2,CBSE,2,B.Tech/B.E.,EC,68.4,7255,0,Haryana,2013,325,545,460,0.493596387301038,285,324,-1,-1,-1,-1,-1,-0.8772,0.3789,0.4711,0.1459,-0.0943
2437,120000,2014-03-01,2015-03-01 00:00:00,customer service representative,Bangalore,m,1991-08-17,71.0,Matriculation Board,2008,73.0,StateBoard,2,B.Tech/B.E.,IT,69.2,7160,0,Tamil Nadu,2013,360,435,120,0.356536487724475,375,300,346,-1,-1,-1,-1,0.3941,-0.1232,-0.6343,1.0611,-0.1295
2438,335000,2013-09-01,present,programmer analyst,Pune,m,1990-06-21,77.0,StateBoard,2008,75.0,StateBoard,2,B.Tech/B.E.,EC,62.0,13424,0,Maharashtra,2013,675,630,485,0.207392169717661,405,260,-1,-1,-1,-1,-1,1.7081,0.5454,0.9322,-0.4879,0.8637
2439,340000,2012-12-01,present,programmer analyst,Chennai,m,1990-10-03,82.0,StateBoard,2008,81.9,StateBoard,2,B.Tech/B.E.,EL,80.2,11283,0,Tamil Nadu,2012,695,465,365,0.538386892985096,405,333,-1,-1,-1,-1,-1,-1.3447,0.1498,1.3614,-0.1727,-0.1295
2440,300000,2012-09-01,2015-09-01 00:00:00,senior php developer,Delhi,m,1990-07-05,54.0,Unknown,2006,64.0,Unknown,2,B.Tech/B.E.,IT,67.3,255,0,Uttar Pradesh,2011,305,415,415,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.1082,-0.7473,0.8171,-0.0552,-0.2875
2441,225000,2014-12-01,2015-04-01 00:00:00,software engineer,Kochi/Cochin,f,1992-09-25,83.0,CBSE,2010,72.0,CBSE,2,B.Tech/B.E.,EC,76.0,16161,0,Orissa,2014,525,530,405,0.338786347219528,335,292,-1,-1,-1,388,-1,-0.159,0.3789,-2.4491,-0.8682,0.2889
2442,60000,2014-11-01,present,programmer,Pondicherry,m,1991-01-27,56.0,StateBoard,2008,75.0,StateBoard,2,MCA,CS,71.0,539,0,Tamil Nadu,2014,325,385,285,0.486747008438193,465,-1,376,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.3753,1.247
2443,110000,2014-10-01,2015-04-01 00:00:00,get,Kharagpur,m,1993-03-18,80.0,CISCE,2010,76.0,CISCE,2,B.Tech/B.E.,ME,80.6,11210,0,Chhattisgarh,2014,735,555,535,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.4463,-0.9531,0.1637,0.0192,-2.0105
2444,315000,2014-11-01,present,associate software engineer,Bangalore,m,1993-02-12,75.4,StateBoard,2009,68.8,StateBoard,2,B.Tech/B.E.,IT,79.0,220,0,Madhya Pradesh,2014,440,565,430,0.356536487724475,255,-1,346,-1,-1,-1,-1,1.7081,0.7119,1.2396,-1.8824,-0.2859
2445,105000,2014-01-01,2014-12-01 00:00:00,risk consultant,Hyderabad,m,1991-03-24,83.0,StateBoard,2009,81.0,StateBoard,2,B.Tech/B.E.,EC,65.21,9184,1,Telangana,2013,510,305,310,0.694479327708463,405,366,-1,-1,286,260,-1,-1.0208,-0.6201,-0.1437,1.4136,-0.0943
2446,300000,2015-03-01,present,assistant system engineer,Trivandrum,f,1992-10-26,87.23,StateBoard,2010,76.12,StateBoard,2,B.Tech/B.E.,EC,63.58,15862,0,Maharashtra,2014,405,485,605,0.338786347219528,-1,292,-1,-1,-1,-1,-1,1.2772,0.7119,0.1637,-0.995,0.4805
2447,320000,2011-01-01,2014-11-01 00:00:00,it business analyst,Bangalore,m,1989-07-08,78.16,Unknown,2007,84.28,Unknown,2,B.Tech/B.E.,CS,62.0,8904,0,Karnataka,2012,505,375,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.1855,-0.7473,0.2366,2.4712,-1.7093
2448,180000,2012-01-01,2014-06-01 00:00:00,software developer,Bangalore,m,1989-08-11,85.5,Unknown,2006,81.1,Unknown,2,B.Tech/B.E.,IT,72.44,4103,0,Telangana,2010,365,495,485,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.8192,-0.1232,-0.344,-1.1128,-0.7615
2449,440000,2015-01-01,present,it analyst,Bangalore,m,1991-12-14,85.0,CBSE,2010,82.0,CBSE,2,B.Tech/B.E.,CS,81.0,13344,0,Uttar Pradesh,2014,615,630,560,0.842248322257836,525,-1,469,-1,-1,-1,-1,0.8463,0.3789,0.1637,-1.7556,-0.6692
2450,345000,2014-02-01,present,senior software engineer,"Navi Mumbai , Hyderabad",m,1992-05-17,87.0,StateBoard,2009,95.0,StateBoard,2,B.Tech/B.E.,EC,72.38,4325,0,Andhra Pradesh,2013,525,625,690,0.976292560913216,545,484,-1,-1,-1,-1,-1,-0.4463,-0.4536,-0.9122,-0.8682,-0.6692
2451,350000,2013-08-01,present,account manager,Noida,m,1991-03-06,85.0,CBSE,2009,76.0,CBSE,2,B.Tech/B.E.,CS,71.0,9699,1,Rajasthan,2013,570,520,430,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.5644,1.2114,0.6248,0.3995,0.8637
2452,215000,2014-04-01,present,professor,Bangalore,m,1991-06-07,74.0,StateBoard,2010,50.0,StateBoard,2,B.Tech/B.E.,ME,65.0,462,1,Karnataka,2014,440,375,470,0.459015840492937,-1,-1,-1,376,-1,-1,-1,-0.4463,0.2124,0.3174,0.3995,-0.4776
2453,250000,2014-03-01,present,ios developer,Gurgaon,m,1992-08-10,70.0,StateBoard,2009,77.4,StateBoard,2,B.Tech/B.E.,CS,83.0,9737,0,Uttar Pradesh,2014,335,505,595,0.953899775079926,515,-1,530,-1,-1,-1,-1,0.2718,0.2124,-0.1437,-0.3612,0.2889
2454,330000,2014-08-01,present,software developer,Pune,m,1992-10-28,73.6,CBSE,2010,75.0,CBSE,2,B.Tech/B.E.,EL,87.56,347,0,Uttar Pradesh,2014,475,585,485,0.336185066042399,-1,-1,-1,-1,366,-1,-1,0.7027,1.7109,0.4711,-0.7415,1.0554
2455,340000,2014-08-01,present,assistant administrator,Hyderabad,m,1991-06-26,77.33,StateBoard,2008,88.5,StateBoard,2,M.Tech./M.E.,IT,73.14,894,0,Tamil Nadu,2014,445,515,535,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.1623,-0.4353,-0.4891,-0.8778,-0.9194
2456,200000,2015-01-01,present,business development executive,Noida,m,1992-12-08,83.0,CBSE,2009,79.4,CBSE,2,B.Tech/B.E.,EL,61.0,64,0,Uttar Pradesh,2014,465,495,560,0.163630926631106,365,-1,-1,-1,313,-1,-1,-0.5899,-0.1206,0.4711,0.653,-1.244
2457,180000,2014-04-01,2014-06-01 00:00:00,sales executive,Faridabad,m,1992-10-27,73.0,CBSE,2010,70.6,CBSE,2,B.Tech/B.E.,ME,72.0,272,0,Punjab,2014,570,520,470,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.8772,0.8784,1.2396,0.2727,0.0973
2458,280000,2012-08-01,2015-02-01 00:00:00,programmer,Unknown,m,1988-11-18,61.8,Unknown,2006,55.4,Unknown,2,MCA,CS,64.15,3741,0,Uttarakhand,2012,455,394,435,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.6538,-0.7863,-0.598,1.5899,0.8183
2459,325000,2014-02-01,present,system engineer,Pune,f,1992-03-09,75.0,StateBoard,2008,71.8,StateBoard,2,B.Tech/B.E.,CS,75.5,9035,0,Uttar Pradesh,2013,585,475,505,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.8192,0.2668,-0.2714,0.64983,-0.2875
2460,315000,2014-08-01,present,information security analyst,Pune,m,1992-07-20,86.2,CBSE,2010,82.6,CBSE,2,B.Tech/B.E.,EC,72.81,272,0,Punjab,2014,730,610,620,0.783303536670298,505,388,-1,-1,-1,-1,-1,1.1336,1.0449,0.6248,-1.5021,0.2889
2461,120000,2013-12-01,2014-05-01 00:00:00,software developer,Visakhapatnam,m,1990-06-09,83.0,StateBoard,2007,80.0,StateBoard,2,MCA,CS,69.58,11499,0,Andhra Pradesh,2013,325,470,570,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.1282,1.2114,0.01,-0.2344,0.2889
2462,350000,2014-09-01,present,software developer,Noida,m,1992-02-24,83.0,CBSE,2009,80.8,CBSE,2,B.Tech/B.E.,IT,70.24,64,0,Uttar Pradesh,2014,615,645,695,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.159,-0.7866,-0.1437,0.1459,-1.0524
2463,455000,2011-05-01,present,software engineer,Bangalore,m,1987-03-22,68.0,Unknown,2004,59.2,Unknown,2,B.Tech/B.E.,CS,92.0,3144,1,Tamil Nadu,2011,544,595,495,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.6646,1.7488,0.3817,-1.4653,-0.2875
2464,360000,2015-02-01,present,c# developer,Hyderabad,m,1993-03-16,64.0,CBSE,2010,61.0,CISCE,2,B.Tech/B.E.,CS,63.0,18409,0,Uttarakhand,2014,455,505,465,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.7389,-1.2861,-1.3733,-0.6147,-0.4776
2465,290000,2011-06-01,2013-05-01 00:00:00,software engineer,Chennai,m,1990-06-02,68.5,StateBoard,2007,85.2,StateBoard,2,B.Tech/B.E.,IT,73.4,7077,0,Andhra Pradesh,2011,575,425,425,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-1.1901,-2.1513,-0.1988,0.8848,-1.5513
2466,360000,2012-05-01,2015-04-01 00:00:00,quality assurance test engineer,Bangalore,f,1991-01-07,91.0,Unknown,2008,91.0,Unknown,2,B.Tech/B.E.,EC,81.0,3076,0,Tamil Nadu,2012,375,405,385,0.694479327708463,425,366,-1,-1,-1,-1,-1,0.0464,0.1498,-2.2308,-0.87777,0.0284
2467,230000,2014-04-01,2015-07-01 00:00:00,technical support engineer,Hyderabad,m,1992-10-09,82.5,StateBoard,2010,95.7,StateBoard,2,B.Tech/B.E.,EL,72.0,1450,1,Telangana,2014,430,435,355,0.684565067658204,325,-1,-1,-1,452,-1,-1,-0.3027,1.7109,1.547,0.9066,1.0554
2468,430000,2013-05-01,present,programmer,Delhi,m,1990-11-03,74.0,CBSE,2008,82.3,CBSE,2,B.Tech/B.E.,CS,75.5,29,1,Delhi,2012,435,615,525,0.952245572924303,585,-1,-1,-1,-1,-1,-1,0.51,0.1498,0.0552,1.7074,-0.1295
2469,290000,2012-08-01,present,civil engineer,Joshimath,m,1991-09-20,67.0,StateBoard,2008,76.0,StateBoard,2,B.Tech/B.E.,CE,58.0,6434,0,Uttarakhand,2012,345,525,325,0.371138665635061,115,366,-1,-1,-1,-1,320,-1.8083,-1.9953,-1.2148,-0.26087,-3.1311
2470,180000,2012-10-01,2013-02-01 00:00:00,technical support engineer,Delhi,m,1989-09-02,85.0,CBSE,2007,79.0,CBSE,2,B.Tech/B.E.,IT,66.0,167,0,Haryana,2012,605,515,555,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-1.3447,-0.1232,-2.2308,0.1798,0.0679
2471,325000,2013-11-01,2015-04-01 00:00:00,data analyst,Pune,f,1991-02-11,78.0,StateBoard,2008,75.85,CISCE,2,B.Tech/B.E.,EC,73.9,4417,0,Madhya Pradesh,2013,555,385,545,0.649389714846691,465,356,-1,-1,-1,-1,-1,0.5591,0.5454,0.3174,-0.2344,0.0973
2472,1000000,2015-01-01,present,software engineer,Noida,m,1991-11-21,84.0,CBSE,2010,81.0,CBSE,2,B.Tech/B.E.,CS,73.3,222,0,Jharkhand,2015,735,570,740,0.842248322257836,755,-1,469,-1,-1,-1,-1,-1.5964,0.0875,2.5354,-0.5382,-0.5081
2473,240000,2013-06-01,2014-01-01 00:00:00,technical support engineer,Bangalore,m,1991-09-05,94.4,StateBoard,2009,78.67,StateBoard,2,B.Tech/B.E.,EC,62.0,11010,1,Karnataka,2013,745,555,455,0.493596387301038,495,324,-1,-1,-1,313,-1,-0.3027,-0.4536,-0.1437,-0.7415,-1.0524
2474,335000,2014-04-01,present,programmer analyst,Kolkata,f,1990-11-10,85.38,StateBoard,2009,78.0,StateBoard,2,B.Tech/B.E.,CS,82.1,6948,0,West Bengal,2013,580,420,655,0.486747008438193,475,-1,376,-1,-1,-1,-1,-0.5899,0.5454,-0.6048,0.5262,0.0973
2475,705000,2014-03-01,present,it business analyst,Delhi,m,1991-03-27,90.0,CBSE,2009,92.0,CBSE,2,B.Tech/B.E.,EC,76.4,7542,1,Delhi,2013,695,450,665,0.538386892985096,485,333,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.4511,0.5262,0.2889
2476,500000,2010-07-01,2015-04-01 00:00:00,network engineer,Chandigarh,m,1989-08-13,77.0,StateBoard,2007,76.0,StateBoard,2,B.Tech/B.E.,EC,76.5,153,0,Punjab,2010,445,445,385,0.985461394326131,355,500,-1,-1,-1,-1,-1,-1.9629,-1.3713,-1.3599,-0.7603,-0.4455
2477,100000,2015-03-01,present,hr recruiter,Bhubaneswar,f,1992-12-17,86.5,StateBoard,2010,58.04,StateBoard,2,B.Tech/B.E.,EC,68.0,11013,0,Orissa,2014,360,370,390,0.338786347219528,405,292,-1,-1,-1,420,-1,1.2772,0.2124,-0.2974,-0.4879,0.6721
2478,150000,2015-03-01,2015-04-01 00:00:00,mechanical design engineer,Chennai,m,1993-07-12,87.0,StateBoard,2010,91.8,StateBoard,2,B.Tech/B.E.,ME,74.0,14523,0,Andhra Pradesh,2014,475,520,475,0.59828069148683,-1,-1,-1,407,-1,-1,-1,0.8463,0.8784,0.9322,-1.2486,0.8637
2479,450000,2014-06-01,present,associate software engineer,Pune,m,1991-10-11,75.4,CBSE,2009,65.2,CBSE,2,B.Tech/B.E.,CS,76.0,272,0,Punjab,2014,590,555,560,0.991230625262871,485,-1,592,-1,-1,-1,-1,-1.308,-0.6201,0.1637,0.3995,-1.0524
2480,170000,2013-11-01,2014-05-01 00:00:00,technical support engineer,Chennai,f,1992-07-27,89.0,StateBoard,2009,79.0,StateBoard,2,B.Tech/B.E.,IT,68.0,9481,0,Tamil Nadu,2013,535,495,485,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,0.6248,1.0333,0.0973
2481,325000,2013-02-01,2014-01-01 00:00:00,systems engineer,Unknown,m,1990-09-13,76.0,CBSE,2008,78.0,CBSE,2,B.Tech/B.E.,other,77.8,569,0,Tamil Nadu,2012,575,455,525,0.866139820406941,-1,-1,-1,-1,-1,-1,-1,-1.1901,-0.0842,-1.0334,-0.05527,-0.7615
2482,300000,2014-05-01,2015-04-01 00:00:00,service coordinator,Gurgaon,m,1990-12-22,73.6,CBSE,2008,68.2,CBSE,2,B.Tech/B.E.,EC,65.8,7956,0,Maharashtra,2012,640,595,535,0.605533552346783,435,-1,-1,-1,-1,356,-1,0.1282,0.8784,0.3174,-1.1218,0.0973
2483,560000,2012-03-01,2014-11-01 00:00:00,project engineer,Hyderabad,m,1990-08-10,87.33,Unknown,2007,89.0,Unknown,2,B.Tech/B.E.,IT,75.4,9557,1,Telangana,2011,525,415,475,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.4078,0.1864
2484,300000,2014-03-01,2014-08-01 00:00:00,educator,Delhi,f,1992-10-13,81.6,CBSE,2010,74.4,CBSE,2,B.Tech/B.E.,EC,72.0,14004,0,Himachal Pradesh,2014,545,410,430,0.649389714846691,395,356,-1,-1,-1,-1,-1,1.4208,0.8784,0.6248,-1.1218,0.4805
2485,240000,2014-08-01,2015-04-01 00:00:00,java software engineer,Bangalore,m,1991-12-16,74.0,CBSE,2009,74.0,StateBoard,2,B.Tech/B.E.,CS,72.0,9133,0,Tamil Nadu,2013,345,570,455,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.7389,-0.6201,-0.2974,-0.6147,-0.0943
2486,120000,2013-07-01,2014-02-01 00:00:00,software developer,Noida,m,1991-11-20,81.2,CBSE,2009,78.0,CBSE,2,B.Tech/B.E.,IT,70.0,55,0,Uttar Pradesh,2013,485,525,310,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.7651,-0.4353,-0.6343,0.8848,-0.9194
2487,145000,2015-02-01,present,application engineer,Bangalore,m,1993-01-21,81.6,StateBoard,2010,77.0,StateBoard,2,B.Tech/B.E.,EC,66.46,6566,1,Karnataka,2014,465,470,500,0.649389714846691,-1,356,-1,-1,-1,-1,-1,0.7027,0.2124,-0.4511,-0.1076,-0.2859
